#1:M (Msun)		 2:t(Gyr)		  3:T(K)		   4:R(Rsun)		    5:L(Lsun)
1.000000000000000056e-01 1.000000000000000021e-02 3.307501120592543430e+03 3.819814921006600694e-01 1.540635851747873715e-02
1.000000000000000056e-01 1.846876174479757104e-02 3.334758420022574683e+03 3.005124039806644221e-01 9.854439413699964470e-03
1.000000000000000056e-01 3.410951603860982312e-02 3.345536335881950890e+03 2.395182568721575811e-01 6.340048834583408496e-03
1.000000000000000056e-01 6.299605249474365953e-02 3.334316846158403223e+03 1.930998633714976487e-01 4.065458241216107944e-03
1.000000000000000056e-01 1.163459084388181325e-01 3.294268312245754714e+03 1.580571838380161187e-01 2.595850714201220540e-03
1.000000000000000056e-01 2.148764862938565279e-01 3.227578561078091752e+03 1.339828387836908552e-01 1.719037595118540684e-03
1.000000000000000056e-01 3.968502629920499514e-01 3.172628539203062701e+03 1.226802692550274243e-01 1.345981091757155260e-03
1.000000000000000056e-01 7.329332955560426965e-01 3.152607258253017335e+03 1.193607523103328294e-01 1.241531319486007673e-03
1.000000000000000056e-01 1.353637041045385292e+00 3.149923452784472829e+03 1.189302469965396875e-01 1.228570265249388001e-03
1.000000000000000056e-01 2.500000000000000000e+00 3.150648832972395212e+03 1.189433759493706833e-01 1.229690675889149633e-03
2.555555555555555358e-01 1.000000000000000021e-02 3.613240126350927312e+03 6.128871972822722558e-01 5.645646941915780787e-02
2.555555555555555358e-01 1.846876174479757104e-02 3.663942900307154559e+03 4.872137471100235762e-01 3.773327643633123119e-02
2.555555555555555358e-01 3.410951603860982312e-02 3.708152444575863228e+03 3.894063254760033455e-01 2.528298256556458373e-02
2.555555555555555358e-01 6.299605249474365953e-02 3.744941220078858805e+03 3.145243690474761600e-01 1.713307517619247142e-02
2.555555555555555358e-01 1.163459084388181325e-01 3.768150977502392379e+03 2.674473656250784259e-01 1.270472761490938282e-02
2.555555555555555358e-01 2.148764862938565279e-01 3.775802627020270393e+03 2.521055036188805665e-01 1.138697016449327637e-02
2.555555555555555358e-01 3.968502629920499514e-01 3.776594862162474783e+03 2.505735248088311051e-01 1.127061457613810595e-02
2.555555555555555358e-01 7.329332955560426965e-01 3.775625123355681353e+03 2.512061877591846293e-01 1.128731925048082063e-02
2.555555555555555358e-01 1.353637041045385292e+00 3.775378686884027957e+03 2.522702620525358319e-01 1.137605264172310109e-02
2.555555555555555358e-01 2.500000000000000000e+00 3.775979076698597510e+03 2.542426567444803220e-01 1.157729699708248509e-02
4.111111111111110938e-01 1.000000000000000021e-02 3.804326452887891264e+03 7.644413145784285657e-01 1.078863893727106116e-01
4.111111111111110938e-01 1.846876174479757104e-02 3.844439388185125154e+03 6.165895826345293429e-01 7.316872357698965545e-02
4.111111111111110938e-01 3.410951603860982312e-02 3.885336097342636549e+03 4.991339867261819774e-01 5.003007201713902813e-02
4.111111111111110938e-01 6.299605249474365953e-02 3.929057660567663333e+03 4.135694285439753259e-01 3.592827999551211071e-02
4.111111111111110938e-01 1.163459084388181325e-01 3.955018818653270955e+03 3.703070339585155524e-01 2.956853678564654725e-02
4.111111111111110938e-01 2.148764862938565279e-01 3.952261037895454137e+03 3.578539773398186075e-01 2.754543545957790357e-02
4.111111111111110938e-01 3.968502629920499514e-01 3.949425655600376558e+03 3.604411396398014000e-01 2.784349854730745408e-02
4.111111111111110938e-01 7.329332955560426965e-01 3.944447555887871658e+03 3.651483719825926455e-01 2.844799444663330054e-02
4.111111111111110938e-01 1.353637041045385292e+00 3.942050844583906382e+03 3.678585736923511984e-01 2.879327858168829676e-02
