#1:M (Msun)		 2:t(Gyr)		  3:T(K)		   4:R(Rsun)		    5:L(Lsun)
4.111111111111110938e-01 2.500000000000000000e+00 3.942050844583906382e+03 3.693399579458572779e-01 2.903412391377456839e-02
5.666666666666666519e-01 1.000000000000000021e-02 3.965591063489976023e+03 8.795848906561990477e-01 1.687523146859500889e-01
5.666666666666666519e-01 1.846876174479757104e-02 3.994533218677564037e+03 7.221245939456252261e-01 1.171079855049216162e-01
5.666666666666666519e-01 3.410951603860982312e-02 4.050732910471262585e+03 6.041395187663956001e-01 8.665916970699469313e-02
5.666666666666666519e-01 6.299605249474365953e-02 4.160990343942567961e+03 5.340245331314144028e-01 7.537503349179566770e-02
5.666666666666666519e-01 1.163459084388181325e-01 4.201653319219266450e+03 4.993929767885097459e-01 6.853622282839391677e-02
5.666666666666666519e-01 2.148764862938565279e-01 4.178523773439841534e+03 4.935166973455210049e-01 6.544078379550098690e-02
5.666666666666666519e-01 3.968502629920499514e-01 4.177737882502598950e+03 4.950731210389836545e-01 6.585295105904838409e-02
5.666666666666666519e-01 7.329332955560426965e-01 4.177163687890225447e+03 4.976795142758726476e-01 6.651055137527329963e-02
5.666666666666666519e-01 1.353637041045385292e+00 4.176797425062171897e+03 5.016303423773349479e-01 6.756399761135441218e-02
5.666666666666666519e-01 2.500000000000000000e+00 4.180168717620248572e+03 5.079409413642546056e-01 6.951608179468092563e-02
7.222222222222222099e-01 1.000000000000000021e-02 4.119164474355313359e+03 9.804178328151997857e-01 2.440519035740433273e-01
7.222222222222222099e-01 1.846876174479757104e-02 4.168028910769895447e+03 8.287088796180622774e-01 1.827756789585907315e-01
7.222222222222222099e-01 3.410951603860982312e-02 4.341433165053629637e+03 7.344414002745730530e-01 1.690647143525145224e-01
7.222222222222222099e-01 6.299605249474365953e-02 4.712990475138998590e+03 6.726031060617465585e-01 1.968894480182936391e-01
7.222222222222222099e-01 1.163459084388181325e-01 4.618734482473671051e+03 6.455176028795417409e-01 1.672024466495970474e-01
7.222222222222222099e-01 2.148764862938565279e-01 4.607919363320692355e+03 6.493418285029859405e-01 1.675790314948783222e-01
7.222222222222222099e-01 3.968502629920499514e-01 4.607160429991265119e+03 6.510327546795089404e-01 1.683526357221556968e-01
7.222222222222222099e-01 7.329332955560426965e-01 4.605981872226478117e+03 6.541599416311330017e-01 1.698757118586693426e-01
7.222222222222222099e-01 1.353637041045385292e+00 4.605544363223328219e+03 6.597732813478826008e-01 1.726884114014219929e-01
7.222222222222222099e-01 2.500000000000000000e+00 4.618550385673220262e+03 6.658858120435704464e-01 1.778600703807552696e-01
8.777777777777777679e-01 1.000000000000000021e-02 4.310997570663368606e+03 1.080787137240008633e+00 3.559225941853838560e-01
8.777777777777777679e-01 1.846876174479757104e-02 4.476019173350228812e+03 9.471415099485950284e-01 3.176051501878807692e-01
8.777777777777777679e-01 3.410951603860982312e-02 5.222903400470293491e+03 8.790901905615454703e-01 5.073719253153977649e-01
8.777777777777777679e-01 6.299605249474365953e-02 5.282793532512700949e+03 7.694739666874700346e-01 4.068520241709372431e-01
8.777777777777777679e-01 1.163459084388181325e-01 5.273377837450184416e+03 7.729308047233879320e-01 4.074853626675754570e-01
8.777777777777777679e-01 2.148764862938565279e-01 5.274052458496812505e+03 7.751300084872784213e-01 4.100255559737166489e-01
8.777777777777777679e-01 3.968502629920499514e-01 5.275927026656494490e+03 7.791668449292681320e-01 4.147960647774835419e-01
8.777777777777777679e-01 7.329332955560426965e-01 5.279914930099011144e+03 7.858472577452726426e-01 4.232974704165965441e-01
8.777777777777777679e-01 1.353637041045385292e+00 5.295892414235170691e+03 7.933197280615711389e-01 4.366016209375490065e-01
8.777777777777777679e-01 2.500000000000000000e+00 5.324360899130678263e+03 8.065453446225230305e-01 4.608413328352610194e-01
1.033333333333333437e+00 1.000000000000000021e-02 4.590570623112408612e+03 1.188354115769481689e+00 5.529256135619768919e-01
1.033333333333333437e+00 1.846876174479757104e-02 5.132089987543705320e+03 1.091010237108541281e+00 7.284194739322795709e-01
1.033333333333333437e+00 3.410951603860982312e-02 5.861105223779924927e+03 9.355887393263725427e-01 9.113793174335721448e-01
1.033333333333333437e+00 6.299605249474365953e-02 5.834849774336856171e+03 9.201756740268037804e-01 8.653790754159910170e-01
1.033333333333333437e+00 1.163459084388181325e-01 5.847118458169155929e+03 9.260931546323941665e-01 8.844435582328336043e-01
1.033333333333333437e+00 2.148764862938565279e-01 5.851012863621112956e+03 9.293785947905836009e-01 8.928669862822620207e-01
1.033333333333333437e+00 3.968502629920499514e-01 5.858171712044938431e+03 9.354281796104298996e-01 9.089684266422906056e-01
1.033333333333333437e+00 7.329332955560426965e-01 5.869843466369923590e+03 9.457382310050433949e-01 9.365710543430245671e-01
1.033333333333333437e+00 1.353637041045385292e+00 5.888971228393264028e+03 9.638514054673297249e-01 9.857650059910570972e-01
1.033333333333333437e+00 2.500000000000000000e+00 5.923954086256027040e+03 1.001074697653870693e+00 1.088515709331332015e+00
1.188888888888889106e+00 1.000000000000000021e-02 4.979281255862286343e+03 1.312020824728461932e+00 9.337796150159961561e-01
1.188888888888889106e+00 1.846876174479757104e-02 6.045086698391976824e+03 1.354945009198015748e+00 2.162907761668022122e+00
1.188888888888889106e+00 3.410951603860982312e-02 6.264347903213950303e+03 1.102368716739620780e+00 1.650819561035872685e+00
1.188888888888889106e+00 6.299605249474365953e-02 6.317167345599330474e+03 1.110437995398029010e+00 1.732365225276749188e+00
1.188888888888889106e+00 1.163459084388181325e-01 6.320176634465643474e+03 1.113741269701473247e+00 1.745844987574396212e+00
1.188888888888889106e+00 2.148764862938565279e-01 6.325379595012444042e+03 1.119775461584276099e+00 1.770693457073806432e+00
1.188888888888889106e+00 3.968502629920499514e-01 6.334279847534883629e+03 1.130899229085568392e+00 1.816751367616016744e+00
1.188888888888889106e+00 7.329332955560426965e-01 6.344390539982224254e+03 1.152135885127338222e+00 1.897158348961328622e+00
1.188888888888889106e+00 1.353637041045385292e+00 6.357718069765796827e+03 1.195111933942900606e+00 2.058595327299880928e+00
1.188888888888889106e+00 2.500000000000000000e+00 6.358662480455692275e+03 1.294118591476884461e+00 2.414651420325320874e+00
1.344444444444444553e+00 1.000000000000000021e-02 5.477762557947706227e+03 1.518610015555843962e+00 1.831906607450850544e+00
1.344444444444444553e+00 1.846876174479757104e-02 6.560342494120732226e+03 1.315092060870749924e+00 2.827334714277722316e+00
1.344444444444444553e+00 3.410951603860982312e-02 6.751451768356613684e+03 1.300947537089225392e+00 3.102495785612744861e+00
1.344444444444444553e+00 6.299605249474365953e-02 6.761521636982824020e+03 1.301685697428834665e+00 3.123569054570038972e+00
1.344444444444444553e+00 1.163459084388181325e-01 6.763687832980339408e+03 1.305332395769845055e+00 3.145773846271136875e+00
1.344444444444444553e+00 2.148764862938565279e-01 6.766631471051287917e+03 1.314493187791740958e+00 3.196581134972996896e+00
1.344444444444444553e+00 3.968502629920499514e-01 6.771276451719319084e+03 1.334058333055528456e+00 3.300224605852383419e+00
1.344444444444444553e+00 7.329332955560426965e-01 6.773347316426715224e+03 1.373311903190129746e+00 3.501678814286406816e+00
1.344444444444444553e+00 1.353637041045385292e+00 6.750604714297304781e+03 1.461865229101231511e+00 3.914541475916708979e+00
1.344444444444444553e+00 2.500000000000000000e+00 6.489003223891688322e+03 1.721472413768923015e+00 4.636369375484629352e+00
1.500000000000000000e+00 1.000000000000000021e-02 6.158855291153395228e+03 2.002110071644306988e+00 5.087448196446909598e+00
1.500000000000000000e+00 1.846876174479757104e-02 7.066761450952867563e+03 1.499068908965053737e+00 4.944428974228629592e+00
1.500000000000000000e+00 3.410951603860982312e-02 7.304659895204110398e+03 1.424415126636772166e+00 5.097969740518086823e+00
1.500000000000000000e+00 6.299605249474365953e-02 7.304659895204110398e+03 1.428185163134215951e+00 5.123811373333801988e+00
1.500000000000000000e+00 1.163459084388181325e-01 7.304659895204110398e+03 1.435195991201164256e+00 5.172672973126998919e+00
1.500000000000000000e+00 2.148764862938565279e-01 7.305742784159862822e+03 1.449759976511383996e+00 5.282567643243686994e+00
1.500000000000000000e+00 3.968502629920499514e-01 7.306342048960198554e+03 1.479377118791186385e+00 5.504043959268102526e+00
1.500000000000000000e+00 7.329332955560426965e-01 7.285998838678670836e+03 1.545807100310106819e+00 5.943211894312719679e+00
1.500000000000000000e+00 1.353637041045385292e+00 7.101135566507926342e+03 1.745123533279252293e+00 6.830062220879240975e+00
1.500000000000000000e+00 2.500000000000000000e+00 6.242374744614060546e+03 2.500065446089446475e+00 8.373710882827253954e+00
