0.000000 0.000000
0.002500 0.581542
0.005000 0.590755
0.007500 0.599967
0.010000 0.000000
0.012500 0.952368
0.015000 0.821696
0.017500 0.691024
0.020000 1.304421
0.022500 1.219441
0.025000 1.134460
0.027500 1.049479
0.030000 0.964498
0.032500 0.879517
0.035000 1.482008
0.037500 1.418170
0.040000 1.354332
0.042500 1.290494
0.045000 1.226656
0.047500 1.162818
0.050000 1.098980
0.052500 1.035142
0.055000 0.971304
0.057500 0.907466
0.060000 0.843628
0.062500 0.779790
0.065000 1.436508
0.067500 1.404652
0.070000 1.372796
0.072500 1.340940
0.075000 1.309084
0.077500 1.277228
0.080000 1.245372
0.082500 1.213516
0.085000 1.181660
0.087500 1.149804
0.090000 1.117948
0.092500 1.086092
0.095000 1.054236
0.097500 1.022380
0.100000 0.990524
0.102500 0.958668
0.105000 0.926812
0.107500 0.894956
0.110000 0.863100
0.112500 0.831244
0.115000 0.799388
0.117500 1.475643
0.120000 1.458025
0.122500 1.440407
0.125000 1.422789
0.127500 1.405170
0.130000 1.387552
0.132500 1.369934
0.135000 1.352315
0.137500 1.334697
0.140000 1.317079
0.142500 1.299461
0.145000 1.281842
0.147500 1.264224
0.150000 1.246606
0.152500 1.228987
0.155000 1.211369
0.157500 1.193751
0.160000 1.176133
0.162500 1.158514
0.165000 1.140896
0.167500 1.123278
0.170000 1.105660
0.172500 1.088041
0.175000 1.070423
0.177500 1.052805
0.180000 1.035186
0.182500 1.017568
0.185000 0.999950
0.187500 0.982332
0.190000 0.964713
0.192500 0.947095
0.195000 0.929477
0.197500 0.911858
0.200000 0.894240
0.202500 0.876622
0.205000 0.859004
0.207500 0.841385
0.210000 0.823767
0.212500 0.806149
0.215000 1.503115
0.217500 1.493491
0.220000 1.483867
0.222500 1.474243
0.225000 1.464620
0.227500 1.454996
0.230000 1.445372
0.232500 1.435748
0.235000 1.426124
0.237500 1.416500
0.240000 1.406876
0.242500 1.397253
0.245000 1.387629
0.247500 1.378005
0.250000 1.368381
0.252500 1.358757
0.255000 1.349133
0.257500 1.339509
0.260000 1.329885
0.262500 1.320262
0.265000 1.310638
0.267500 1.301014
0.270000 1.291390
0.272500 1.281766
0.275000 1.272142
0.277500 1.262518
0.280000 1.252895
0.282500 1.243271
0.285000 1.233647
0.287500 1.224023
0.290000 1.214399
0.292500 1.204775
0.295000 1.195151
0.297500 1.185528
0.300000 1.175904
0.302500 1.166280
0.305000 1.156656
0.307500 1.147032
0.310000 1.137408
0.312500 1.127784
0.315000 1.118161
0.317500 1.108537
0.320000 1.098913
0.322500 1.089289
0.325000 1.079665
0.327500 1.070041
0.330000 1.060417
0.332500 1.050794
0.335000 1.041170
0.337500 1.031546
0.340000 1.021922
0.342500 1.012298
0.345000 1.002674
0.347500 0.993050
0.350000 0.983427
0.352500 0.973803
0.355000 0.964179
0.357500 0.954555
0.360000 0.944931
0.362500 0.935307
0.365000 0.925683
0.367500 0.916059
0.370000 0.906436
0.372500 0.896812
0.375000 0.887188
0.377500 0.877564
0.380000 0.867940
0.382500 0.858316
0.385000 0.848692
0.387500 0.839069
0.390000 0.829445
0.392500 0.819821
0.395000 0.810197
0.397500 1.537574
0.400000 1.532275
0.402500 1.526976
0.405000 1.521677
0.407500 1.516378
0.410000 1.511079
0.412500 1.505780
0.415000 1.500481
0.417500 1.495182
0.420000 1.489883
0.422500 1.484584
0.425000 1.479285
0.427500 1.473986
0.430000 1.468687
0.432500 1.463388
0.435000 1.458089
0.437500 1.452790
0.440000 1.447491
0.442500 1.442192
0.445000 1.436893
0.447500 1.431593
0.450000 1.426294
0.452500 1.420995
0.455000 1.415696
0.457500 1.410397
0.460000 1.405098
0.462500 1.399799
0.465000 1.394500
0.467500 1.389201
0.470000 1.383902
0.472500 1.378603
0.475000 1.373304
0.477500 1.368005
0.480000 1.362706
0.482500 1.357407
0.485000 1.352108
0.487500 1.346809
0.490000 1.341510
0.492500 1.336211
0.495000 1.330912
0.497500 1.325613
0.500000 1.320314
0.502500 1.315014
0.505000 1.309715
0.507500 1.304416
0.510000 1.299117
0.512500 1.293818
0.515000 1.288519
0.517500 1.283220
0.520000 1.277921
0.522500 1.272622
0.525000 1.267323
0.527500 1.262024
0.530000 1.256725
0.532500 1.251426
0.535000 1.246127
0.537500 1.240828
0.540000 1.235529
0.542500 1.230230
0.545000 1.224931
0.547500 1.219632
0.550000 1.214333
0.552500 1.209034
0.555000 1.203735
0.557500 1.198435
0.560000 1.193136
0.562500 1.187837
0.565000 1.182538
0.567500 1.177239
0.570000 1.171940
0.572500 1.166641
0.575000 1.161342
0.577500 1.156043
0.580000 1.150744
0.582500 1.145445
0.585000 1.140146
0.587500 1.134847
0.590000 1.129548
0.592500 1.124249
0.595000 1.118950
0.597500 1.113651
0.600000 1.108352
0.602500 1.103053
0.605000 1.097754
0.607500 1.092455
0.610000 1.087156
0.612500 1.081856
0.615000 1.076557
0.617500 1.071258
0.620000 1.065959
0.622500 1.060660
0.625000 1.055361
0.627500 1.050062
0.630000 1.044763
0.632500 1.039464
0.635000 1.034165
0.637500 1.028866
0.640000 1.023567
0.642500 1.018268
0.645000 1.012969
0.647500 1.007670
0.650000 1.002371
0.652500 0.997072
0.655000 0.991773
0.657500 0.986474
0.660000 0.981175
0.662500 0.975876
0.665000 0.970577
0.667500 0.965277
0.670000 0.959978
0.672500 0.954679
0.675000 0.949380
0.677500 0.944081
0.680000 0.938782
0.682500 0.933483
0.685000 0.928184
0.687500 0.922885
0.690000 0.917586
0.692500 0.912287
0.695000 0.906988
0.697500 0.901689
0.700000 0.896390
0.702500 0.891091
0.705000 0.885792
0.707500 0.880493
0.710000 0.875194
0.712500 0.869895
0.715000 0.864596
0.717500 0.859297
0.720000 0.853998
0.722500 0.848698
0.725000 0.843399
0.727500 0.838100
0.730000 0.832801
0.732500 0.827502
0.735000 1.598673
0.737500 1.595720
0.740000 1.592768
0.742500 1.589816
0.745000 1.586863
0.747500 1.583911
0.750000 1.580958
0.752500 1.578006
0.755000 1.575054
0.757500 1.572101
0.760000 1.569149
0.762500 1.566196
0.765000 1.563244
0.767500 1.560292
0.770000 1.557339
0.772500 1.554387
0.775000 1.551434
0.777500 1.548482
0.780000 1.545530
0.782500 1.542577
0.785000 1.539625
0.787500 1.536672
0.790000 1.533720
0.792500 1.530768
0.795000 1.527815
0.797500 1.524863
0.800000 1.521910
0.802500 1.518958
0.805000 1.516006
0.807500 1.513053
0.810000 1.510101
0.812500 1.507148
0.815000 1.504196
0.817500 1.501244
0.820000 1.498291
0.822500 1.495339
0.825000 1.492386
0.827500 1.489434
0.830000 1.486482
0.832500 1.483529
0.835000 1.480577
0.837500 1.477624
0.840000 1.474672
0.842500 1.471720
0.845000 1.468767
0.847500 1.465815
0.850000 1.462862
0.852500 1.459910
0.855000 1.456958
0.857500 1.454005
0.860000 1.451053
0.862500 1.448100
0.865000 1.445148
0.867500 1.442196
0.870000 1.439243
0.872500 1.436291
0.875000 1.433338
0.877500 1.430386
0.880000 1.427434
0.882500 1.424481
0.885000 1.421529
0.887500 1.418576
0.890000 1.415624
0.892500 1.412672
0.895000 1.409719
0.897500 1.406767
0.900000 1.403814
0.902500 1.400862
0.905000 1.397910
0.907500 1.394957
0.910000 1.392005
0.912500 1.389052
0.915000 1.386100
0.917500 1.383148
0.920000 1.380195
0.922500 1.377243
0.925000 1.374290
0.927500 1.371338
0.930000 1.368386
0.932500 1.365433
0.935000 1.362481
0.937500 1.359528
0.940000 1.356576
0.942500 1.353624
0.945000 1.350671
0.947500 1.347719
0.950000 1.344766
0.952500 1.341814
0.955000 1.338862
0.957500 1.335909
0.960000 1.332957
0.962500 1.330004
0.965000 1.327052
0.967500 1.324100
0.970000 1.321147
0.972500 1.318195
0.975000 1.315242
0.977500 1.312290
0.980000 1.309338
0.982500 1.306385
0.985000 1.303433
0.987500 1.300480
0.990000 1.297528
0.992500 1.294576
0.995000 1.291623
0.997500 1.288671
1.000000 1.285718
1.002500 1.282766
1.005000 1.279814
1.007500 1.276861
1.010000 1.273909
1.012500 1.270956
1.015000 1.268004
1.017500 1.265052
1.020000 1.262099
1.022500 1.259147
1.025000 1.256194
1.027500 1.253242
1.030000 1.250290
1.032500 1.247337
1.035000 1.244385
1.037500 1.241432
1.040000 1.238480
1.042500 1.235528
1.045000 1.232575
1.047500 1.229623
1.050000 1.226670
1.052500 1.223718
1.055000 1.220766
1.057500 1.217813
1.060000 1.214861
